Country_ISO,Year,DeathRate,Population (GPWv4.11),CO Population-Weighted (ppm),VOCs Population-Weighted (ppm),SO2 Population-Weighted (ppm),NOx Population-Weighted (ppm),O3 Population-Weighted (ppm),PM Pop.-Weighted (kg m^-3),HospitalBeds
CHL,2016,20.55,17784704.03,0.408409448,0.024846545,0.060619419,0.029019059,0.0485862967326443,3.69344e-08,2.11
BLZ,2016,20.96,366776.83,0.111109063,0.043027631,0.000780132,0.001176328,0.0498695998960347,1.49714e-08,0.95
BRN,2016,22.15,381235.5,0.294966057,0.12862916,0.003555147,0.007716701,0.04838588321415,2.70941e-08,3.1
MLT,2016,21.65,350628.36,0.118076366,0.001863006,0.007112615,0.007340952,0.0652521764673873,1.25634e-08,4.67
KOR,2016,21.6,47032357.12,0.57196955,0.035308474,0.07812098,0.073437512,0.054213764162709,8.51686e-08,11.97
TTO,2016,23.0,1197393.76,0.09196926,0.012406419,0.001143026,0.0061462,0.0531549908797511,1.8171e-08,2.46
JAM,2016,22.62,2709397.73,0.143688301,0.020707336,0.008147578,0.009097883,0.0592881256812414,1.96076e-08,1.73
SVN,2016,22.82,2072779.04,0.207189374,0.015005303,0.007143474,0.017927098,0.0512798746810642,1.59385e-08,4.5
SGP,2016,24.68,4759239.43,0.208726317,0.027308287,0.062985933,0.021125709,0.0574777643854052,3.54696e-08,2.5
ECU,2016,24.77,15835672.9,0.189376938,0.054096465,0.001503888,0.007986822,0.0415545491422717,1.73955e-08,1.38
GRC,2016,24.92,10080212.5,0.154383684,0.010600531,0.01014112,0.011315529,0.0586596323733088,1.25538e-08,4.2
TON,2016,24.89,66294.14,0.049613079,0.000546515,0.000314487,2.71e-05,0.0477634628277461,6.37899e-09,2.48
VCT,2016,26.09,54755.04,0.079661092,0.00152738,0.001703189,0.000671356,0.0522585955337229,1.62184e-08,4.46
COL,2016,26.72,48185254.56,0.208736403,0.071534184,0.002761565,0.008447703,0.037138298798602,2.2288e-08,1.72
BRA,2016,26.77,202152339.12,0.151492237,0.053293453,0.006094274,0.007879375,0.0446546933115239,1.50816e-08,2.36
PRY,2016,27.49,6582817.92,0.148785697,0.064544229,0.000627091,0.003481428,0.0411590896702872,1.26562e-08,0.89
PER,2016,26.65,31096373.24,0.143534074,0.058098362,0.002345181,0.005263701,0.0417074699919322,1.2071e-08,1.64
MUS,2016,28.99,1167663.93,0.079099568,0.000902914,0.001318095,0.00125134,0.0487895027209637,1.00443e-08,3.51
CUB,2016,30.41,10996993.7,0.105788862,0.014515176,0.003237323,0.003351184,0.0583688779095443,1.2519e-08,4.15
THA,2016,30.22,67064121.39,0.344000247,0.069222389,0.022639923,0.015110308,0.0512899600380364,4.20513e-08,2.0
DOM,2016,32.23,10440851.74,0.134748579,0.027655482,0.003151615,0.011940984,0.0514349000927357,1.87524e-08,1.37
KEN,2016,32.37,47097624.76,0.369556922,0.049232447,0.004558937,0.010381216,0.0460486827781837,3.70916e-08,1.4
GRD,2016,32.19,83354.18,0.078645719,0.001286464,0.000731451,0.000480166,0.0521588608465644,1.61905e-08,3.33
MDV,2016,33.04,2910.32,0.112261707,0.001138848,0.000406021,0.00014537,0.0538383953568256,1.20998e-08,4.94
SLV,2016,33.47,6062616.09,0.220083387,0.107782584,0.010196516,0.015660937,0.0518137305501451,2.58507e-08,1.08
MEX,2016,32.99,127675211.29,0.249058702,0.06750088,0.253102776,0.021678441,0.0509380393232848,3.94587e-08,1.0
ARG,2016,33.6,43558038.68,0.117881371,0.033138464,0.001622048,0.010760264,0.0408161892242111,1.05436e-08,4.94
WSM,2016,34.75,170533.74,0.050672113,0.000695279,0.000473484,0.000260175,0.040414405309943,5.36918e-09,
HRV,2016,35.01,3959439.99,0.187763684,0.015366339,0.008223034,0.013207496,0.0535400995089236,1.42652e-08,5.54
SUR,2016,35.55,543011.83,0.094492342,0.038098834,0.000622669,0.000305537,0.0450493930543732,1.56649e-08,2.8
JOR,2016,35.96,7675974.08,0.293572874,0.01908221,0.063171064,0.037238624,0.0571369538967678,3.85614e-08,1.37
CZE,2016,36.52,10531827.71,0.193893084,0.007560044,0.008504245,0.020963829,0.0489960099744223,1.59218e-08,6.73
PNG,2016,37.47,7579384.59,0.085578189,0.122072887,0.005235931,0.000903409,0.0300370080718778,8.09295e-09,
TZA,2016,37.84,54656351.23,0.165450512,0.036071117,0.001246706,0.002455261,0.0433853727304276,1.55138e-08,0.46
VEN,2016,38.0,30999037.02,0.147864302,0.079752424,0.002589159,0.007222387,0.0472085052001838,2.21516e-08,0.88
FJI,2016,38.27,770129.64,0.060012867,0.012580337,0.002172571,0.000526962,0.0442117414489886,6.19517e-09,1.89
SVK,2016,40.18,5408909.69,0.178382088,0.010700437,0.010840366,0.016304369,0.048625727468413,1.37989e-08,5.79
LKA,2016,40.33,19494690.52,0.258307814,0.033588899,0.019889612,0.011177582,0.0554711101168568,3.51724e-08,3.72
LVA,2016,41.45,1901648.58,0.170861879,0.004476842,0.003258337,0.007402047,0.0517510973370172,1.22517e-08,5.72
TUR,2016,40.87,76511931.6,0.15254847,0.013595223,0.009261085,0.013924448,0.0560460126140175,1.49141e-08,2.67
RUS,2016,43.03,145015617.63,0.158451359,0.005913151,0.011942977,0.019228271,0.0492036918906149,1.1702e-08,7.37
LTU,2016,42.72,2834602.39,0.158964147,0.003287607,0.004038904,0.007128995,0.0530260899660165,1.16065e-08,6.69
KWT,2016,43.14,3687469.27,0.308545586,0.04915631,0.141685742,0.0658008,0.064947323516486,8.05476e-08,2.08
SSD,2016,44.9,12667917.38,0.28840308,0.126828991,0.00132511,0.006769796,0.0424513571691499,3.43988e-08,
NIC,2016,44.68,6099728.33,0.116619025,0.059272533,0.008059585,0.003174541,0.0458635442612462,1.58128e-08,0.91
SYC,2016,45.07,65836.55,0.07442139,0.000782569,0.000430669,0.00018438,0.0457586166286781,7.14019e-09,2.75
NAM,2016,45.83,2504644.88,0.144080059,0.055344085,0.001546734,0.003095678,0.0476774802206771,1.40304e-08,
HUN,2016,45.82,9822266.86,0.172759763,0.009507618,0.014420706,0.014845438,0.0495995010989671,1.36139e-08,7.0
COM,2016,47.46,579623.12,0.083236151,0.001567727,0.000660013,0.000572028,0.0484341744151473,7.67498e-09,2.16
POL,2016,46.6,38591386.31,0.169954976,0.00490793,0.012653489,0.016197361,0.0491592820639534,1.3568e-08,6.59
GTM,2016,46.61,16666906.92,0.24557089,0.113326463,0.007523548,0.012340604,0.0458404884460739,2.74478e-08,0.5616666666666666
MWI,2016,48.07,17756374.78,0.222462814,0.048030336,0.001874288,0.005069955,0.0415429353853166,2.31532e-08,1.3
SRB,2016,48.43,6976629.55,0.165694654,0.012771268,0.02291737,0.01087532,0.0519607486027439,1.30026e-08,5.54
ETH,2016,49.04,101814144.23,0.289407386,0.053199507,0.001436003,0.006650193,0.0451771428209137,3.23479e-08,0.33
DZA,2016,49.21,39406200.21,0.216244234,0.022782339,0.012211239,0.026515357,0.0598311761113431,3.14261e-08,1.6
IRN,2016,50.39,79891927.61,0.345097261,0.029202595,0.037344724,0.041209229,0.0581927173178753,3.70433e-08,1.88
CPV,2016,50.59,444890.79,0.092087131,0.001010608,0.000591913,0.000588402,0.0607979041112537,3.36143e-08,2.07
ROU,2016,50.74,19112472.43,0.167063109,0.009099894,0.009011245,0.012780813,0.0504318993350593,1.24763e-08,6.81
KIR,2016,51.66,13646.41,0.061134701,0.000578869,0.000180063,1.32e-05,0.0407678030289433,6.23184e-09,1.86
FSM,2016,53.35,32973.84,0.066234403,0.000811041,0.000187191,4.24e-05,0.0442876044415056,6.77783e-09,
GUY,2016,53.44,741612.61,0.093660431,0.037480581,0.000382166,0.000312156,0.0440769468908599,1.64451e-08,1.74
LBY,2016,53.3,6331332.78,0.137440952,0.00809777,0.006872585,0.009362716,0.0625874566669364,4.0375e-08,3.7
ALB,2016,52.82,2813885.3,0.142974826,0.008680936,0.006460226,0.007512883,0.0590562108518978,1.12692e-08,2.82
HTI,2016,54.93,10279792.0,0.162782088,0.023591962,0.001132694,0.007472748,0.0565681124248186,1.98061e-08,2.223333333333333
ZMB,2016,55.04,16722891.89,0.201322976,0.046498512,0.005902018,0.004880491,0.045289167736621,2.1217e-08,2.0
HND,2016,54.95,8125120.53,0.166066492,0.124271523,0.003482951,0.00561626,0.0439972046615232,2.00541e-08,0.63
VNM,2016,55.03,91375459.59,0.425220195,0.055053793,0.010357607,0.016040358,0.0545878739462855,4.96312e-08,2.47
ZAF,2016,54.65,54647356.49,0.458808587,0.039442449,0.048289437,0.034533059,0.0492153738659177,4.70856e-08,2.25
SLB,2016,57.32,431442.32,0.057467119,0.020589523,0.000357945,3.24e-05,0.0402867108291123,6.64381e-09,
TUN,2016,56.74,10806994.56,0.208334695,0.010649531,0.020020786,0.017106722,0.0587098461893772,2.97826e-08,1.79
BOL,2016,56.67,10909948.69,0.170597866,0.148897604,0.000440943,0.002236611,0.0326578029044347,1.02627e-08,1.23
GAB,2016,58.04,1673260.51,0.200163284,0.06218553,0.001384267,0.001924293,0.0432921539232596,2.29136e-08,1.95
BTN,2016,58.47,946737.84,0.454759385,0.049596232,0.005817956,0.009618883,0.0563558182533938,3.5993e-08,1.71
VUT,2016,59.47,196741.1,0.062039847,0.006630047,0.001093193,0.000301261,0.0464694887612776,8.0905e-09,
BWA,2016,58.75,2272576.09,0.128225459,0.053003619,0.005231057,0.003273596,0.0497962242542076,5.58065e-09,2.57
MAR,2016,60.29,34961688.61,0.182521392,0.018067896,0.016134238,0.014100735,0.0583378940342496,1.955e-08,0.7916666666666666
LBN,2016,60.5,4740798.26,0.350670453,0.013094632,0.039946123,0.038398883,0.0566438537524041,3.853e-08,2.73
DJI,2016,61.15,808903.24,0.125701411,0.00564493,0.002200758,0.002525818,0.0574722135129059,2.9718e-08,1.44
ZWE,2016,60.79,15860090.33,0.187814436,0.046994915,0.003211887,0.004845286,0.0447792683645535,1.58679e-08,1.8350000000000002
TLS,2016,60.66,1189301.54,0.102761411,0.05985867,0.00051358,0.000817342,0.0416156988809497,7.65576e-09,0.4175
BIH,2016,61.3,3831717.79,0.157919142,0.015065798,0.013497989,0.008220491,0.0542859318778119,1.1651e-08,2.39
AGO,2016,62.2,25297754.66,0.279630354,0.073057813,0.002174768,0.006430487,0.0482986810071619,2.90852e-08,
RWA,2016,62.01,11820693.13,0.553886484,0.039135245,0.125851642,0.013349559,0.0480761393977291,7.08089e-08,0.73
MDG,2016,62.08,24719732.29,0.150803711,0.043945841,0.000721311,0.003272173,0.0420061678298567,1.28035e-08,0.3225
IDN,2016,62.02,249641506.21,0.358063411,0.062769813,0.024026775,0.019855093,0.0499816206615461,4.50336e-08,0.97
BHR,2016,61.76,793878.99,0.2366468,0.027850097,0.03780883,0.037154108,0.0739674198991889,5.65444e-08,1.81
GNQ,2016,62.93,822242.33,0.174330138,0.041488842,0.002140179,0.001182737,0.0450451788836603,2.36257e-08,2.1
LBR,2016,62.85,4282958.13,0.202358399,0.049281923,0.001045936,0.002404273,0.0481121356453283,3.17805e-08,0.63
KHM,2016,62.97,15764280.05,0.261615746,0.098867734,0.005302483,0.00699928,0.0497844504865067,3.02354e-08,0.7949999999999999
MRT,2016,63.95,4069742.42,0.117585204,0.020471935,0.001237363,0.001985645,0.0526365542627002,8.21751e-08,
MDA,2016,64.31,3972095.57,0.143743783,0.004552324,0.011968607,0.007107489,0.0548974244048102,1.03017e-08,5.81
UGA,2016,64.31,40399845.89,0.365757362,0.058066961,0.017098511,0.007154988,0.0484452605953258,3.88676e-08,0.5
MYS,2016,63.95,29195555.23,0.274033907,0.124946992,0.009313684,0.018678385,0.051437956442196,3.05374e-08,1.88
BGD,2016,64.33,157608021.02,0.698953332,0.046047025,0.020546419,0.025963399,0.0565147781946464,8.66485e-08,0.79
MOZ,2016,66.41,28469434.73,0.140994887,0.044133444,0.000808428,0.002618088,0.0431213392453907,1.47148e-08,0.79
MNE,2016,66.39,619816.32,0.141832498,0.010241055,0.006326946,0.005620835,0.058592066719508,9.98773e-09,3.92
BGR,2016,67.01,7261014.83,0.16731069,0.012982328,0.029650603,0.012840842,0.0521605470273275,1.28788e-08,7.27
SOM,2016,67.96,11001877.45,0.093012093,0.031741727,0.000325643,0.000310942,0.0477240472535936,1.35434e-08,0.87
SEN,2016,68.04,15313094.23,0.163862097,0.020551428,0.026623592,0.004179477,0.0538337263403525,6.14548e-08,0.72
MKD,2016,68.27,2093539.47,0.158747206,0.013466797,0.024600316,0.011987632,0.0548933656229536,1.26619e-08,4.62
SWZ,2016,69.11,1273979.37,0.22433308,0.041937151,0.00842978,0.010990487,0.0472751628882904,2.17914e-08,2.02
UKR,2016,69.95,42120857.35,0.146878893,0.004531749,0.010832853,0.011449723,0.050462204663534,1.04347e-08,6.91
COG,2016,70.71,4343942.1,0.284872591,0.112042699,0.004242183,0.003524265,0.0423526700748653,2.9765e-08,
BLR,2016,70.66,9495686.62,0.139483691,0.004192974,0.00434755,0.008643211,0.0504288746572991,8.51192e-09,10.06
LAO,2016,71.06,6902195.59,0.670066933,0.162642574,0.005856617,0.01346439,0.0516075235586788,6.13442e-08,1.21
SDN,2016,73.03,41148020.45,0.14459512,0.02547757,0.001757044,0.003789636,0.0552599038775549,4.09773e-08,0.67
MLI,2016,72.73,18237237.02,0.179315294,0.061273136,0.00071202,0.003737585,0.0440533855852094,4.5586e-08,0.23
ARE,2016,72.91,8705114.58,0.262964538,0.051906471,0.029188134,0.058404909,0.0701239191980265,7.07821e-08,1.39
COD,2016,74.5,80010020.02,0.387296708,0.119829563,0.013810149,0.006665611,0.0420532628804544,4.28939e-08,
CHN,2016,73.81,1359552016.42,0.68897673,0.024716981,0.078784265,0.069725193,0.0507182671902742,9.47336e-08,4.05
BDI,2016,75.27,11523380.06,0.438533097,0.032316366,0.009443445,0.010037178,0.0475176720809499,4.8839e-08,0.7966666666666665
NPL,2016,77.47,29822246.85,0.912018292,0.06305861,0.014644971,0.017714114,0.0593256622797071,8.94305e-08,0.28
MMR,2016,76.97,53396324.3,0.332353932,0.12438509,0.004072096,0.005720289,0.0476145066849159,3.36013e-08,1.07
GEO,2016,78.3,3946752.06,0.135333343,0.017926235,0.00530413,0.005867991,0.0526827504194409,1.13602e-08,3.64
SYR,2016,78.29,18913589.84,0.243619353,0.016316764,0.025577921,0.02390782,0.0574255074349609,3.38487e-08,1.46
ARM,2016,79.1,3053701.78,0.161880709,0.012596469,0.009799213,0.010399647,0.0537911230613907,1.76159e-08,4.28
FIN,2016,8.04,5225396.59,0.134880187,0.002606251,0.001716127,0.021697134,0.0492296169275045,6.02451e-09,3.97
CAN,2016,8.34,34103818.98,0.156310697,0.00580186,0.007552797,0.014163773,0.0445116540705176,1.03699e-08,2.58
AUS,2016,8.29,23501376.16,0.087640756,0.041897972,0.009342279,0.0175858,0.0455044929248066,8.94289e-09,3.82
ERI,2016,81.37,5445405.87,0.147108288,0.026809129,0.00166478,0.003590446,0.054903638827622,2.31512e-08,1.23
KAZ,2016,82.46,17783877.15,0.139386267,0.006484951,0.010709195,0.008265826,0.0531958781093739,1.54455e-08,5.45
BEN,2016,84.09,11205146.04,0.258788026,0.048228261,0.002341437,0.005155575,0.0498846151188601,4.96579e-08,0.42
IRQ,2016,85.48,37328342.73,0.301937151,0.02919522,0.031211354,0.029624347,0.0587887700274448,5.70363e-08,1.1500000000000001
STP,2016,87.33,141935.99,0.111232695,0.001457836,0.000239447,0.000216123,0.0505336237448419,1.50661e-08,
IND,2016,87.25,1314606348.54,0.752006656,0.038664454,0.036187864,0.031780612,0.0591232860740962,9.67043e-08,1.68
NGA,2016,87.66,185737454.31,0.401389476,0.049413113,0.003459573,0.010484571,0.051316729924985,7.3906e-08,
NOR,2016,8.57,4823259.22,0.133689719,0.005476172,0.005230123,0.013083653,0.0513346872814025,6.64774e-09,3.68
SWE,2016,8.72,9096256.87,0.127138196,0.002422532,0.001298691,0.007163302,0.0555656684695674,6.27819e-09,2.34
ISL,2016,8.68,290147.47,0.109311954,0.001099782,0.000995698,0.001326743,0.0529830717104938,4.98872e-09,3.13
PHL,2016,90.16,92131877.36,0.16475061,0.043958528,0.036872719,0.009643985,0.0495245597646787,2.12317e-08,1.03
BFA,2016,92.67,18632738.71,0.187758841,0.055898317,0.000989604,0.003950062,0.0442443768712963,4.4537e-08,
GMB,2016,93.95,1781596.35,0.179373192,0.021970575,0.011683775,0.004224318,0.0532271366297246,5.34239e-08,1.08
CIV,2016,95.39,22473828.98,0.21359687,0.063079907,0.001549228,0.002834704,0.0461407315972719,3.44408e-08,
GNB,2016,96.94,1774039.03,0.207493761,0.047240958,0.003691064,0.003335486,0.0528510605891164,4.47883e-08,
SAU,2016,97.1,32011979.74,0.158569674,0.012699696,0.046138066,0.01672273,0.0642788582469034,5.18515e-08,2.31
QAT,2016,97.41,2168377.01,0.234193118,0.036522682,0.017652411,0.033736623,0.0759981210252894,5.40866e-08,1.01
GHA,2016,98.41,27706854.84,0.269744366,0.057055519,0.002458313,0.004715996,0.0471276218378813,4.70186e-08,0.705
TGO,2016,99.22,7321754.78,0.25985943,0.050028945,0.002499318,0.005034265,0.047839571859491,4.77133e-08,0.65
TKM,2016,98.53,5541226.03,0.137712136,0.008166958,0.002919868,0.005183035,0.0558753033958956,3.80085e-08,3.88
BHS,2015,10.48,275121.48,0.090264583,0.002739783,0.002527931,0.001928863,0.0593723411406513,8.52785e-09,2.84
FIN,2015,9.56,5210250.56,0.134969594,0.002290485,0.00180268,0.019910752,0.0513418691521535,6.02888e-09,4.28
CAN,2015,10.09,33785337.21,0.170340123,0.006520713,0.007994647,0.01554039,0.0445035742640064,1.25355e-08,2.6
NOR,2015,10.19,4770851.0,0.133353796,0.004836221,0.005377369,0.011742048,0.0540412741454988,6.57087e-09,3.76
SWE,2015,10.4,9035631.5,0.128955407,0.002169403,0.001380054,0.006570486,0.0572873708910636,6.34472e-09,2.44
TKM,2015,101.4,5476910.54,0.138058936,0.010363761,0.002815143,0.004881367,0.0569091136873695,3.78781e-08,3.94
GHA,2015,100.8,27088585.77,0.256247363,0.04046531,0.002314973,0.004480267,0.0482235082240118,4.86543e-08,0.69
SAU,2015,101.0,31452505.77,0.155449498,0.01242388,0.044592809,0.015891739,0.0647649457004806,5.89996e-08,2.32
QAT,2015,101.6,2127126.46,0.225105905,0.035165588,0.015377549,0.03151672,0.0754051165147513,6.41525e-08,1.01
NER,2015,103.1,19867373.37,0.177240294,0.030256137,0.001259983,0.005159078,0.0504452747643573,6.7968e-08,0.26
TGO,2015,102.5,7128215.05,0.258284077,0.034027998,0.002504305,0.005242707,0.0490604948088521,5.26483e-08,0.64
SLE,2015,104.3,5877991.64,0.425511242,0.067611551,0.002888213,0.009463829,0.0518382064464484,7.06159e-08,
GIN,2015,106.6,12428348.46,0.322238682,0.074700352,0.002311817,0.006502181,0.0501019056993285,5.37354e-08,0.3
YEM,2015,107.7,26426539.32,0.162663576,0.031277557,0.015550868,0.010937281,0.0599184397535092,3.76697e-08,0.5700000000000001
PRK,2015,108.0,24465042.25,0.699426485,0.021086297,0.043846927,0.039145654,0.0569671335113835,8.22039e-08,13.433333333333332
ISL,2015,10.68,287736.89,0.111020378,0.000967393,0.000915677,0.000918831,0.0568632373543256,6.00559e-09,3.12
CAF,2015,110.1,4908771.98,0.328910232,0.316899217,0.001131765,0.004353414,0.0354028768480875,3.66165e-08,1.0
TCD,2015,110.8,13988462.89,0.174340665,0.109393295,0.000586601,0.003057666,0.0467694570469669,5.05333e-08,0.47
KGZ,2015,113.9,6245584.65,0.142934425,0.011140152,0.007495694,0.012158461,0.0575611387710007,1.57425e-08,4.48
CMR,2015,113.8,23154731.24,0.251077255,0.08012181,0.004507157,0.003732585,0.0448763984119142,4.36186e-08,2.65
EGY,2015,115.5,90010944.09,0.327722047,0.013913656,0.044633883,0.033211509,0.0603992658806881,5.75744e-08,1.25
LSO,2015,118.5,2098287.64,0.186581636,0.035783918,0.023895881,0.017197685,0.0516308256784016,1.12601e-08,
PAK,2015,117.5,186833794.71,0.724600463,0.049832274,0.034473719,0.03368219,0.0604090636941542,9.80888e-08,0.46
NZL,2015,11.53,4087545.76,0.062502676,0.010692268,0.005994797,0.003379105,0.0452990523051868,5.96174e-09,2.7
FRA,2015,11.9,64717911.53,0.170739693,0.006808642,0.003538321,0.01648857,0.0517627599050295,1.38453e-08,6.28
MNG,2015,121.0,2961477.45,0.141559954,0.006479567,0.013900462,0.005788194,0.0588009734108209,1.57799e-08,7.3
OMN,2015,122.3,4593198.78,0.150476937,0.015836149,0.012701283,0.0133573,0.0639061984667106,4.93556e-08,1.19
ESP,2015,12.57,44036527.89,0.152425543,0.012500642,0.008468382,0.015438124,0.0557957224302225,1.14986e-08,2.96
CHE,2015,13.2,8251000.77,0.18973731,0.010643582,0.001981429,0.019444699,0.0504552109629342,1.25727e-08,4.73
PRT,2015,13.09,9198372.64,0.144887003,0.010260001,0.007655559,0.014067976,0.0550219618575029,1.07286e-08,3.36
AZE,2015,130.3,9605135.75,0.147442595,0.017062659,0.008708232,0.005608195,0.0539374313760807,1.8037e-08,4.13
UZB,2015,137.7,29346189.68,0.167280378,0.015784873,0.012451426,0.024296547,0.0518708911629738,2.81473e-08,4.22
LUX,2015,13.61,585333.9,0.18069735,0.005933461,0.002203797,0.019505507,0.0488426491298308,1.41235e-08,4.96
JPN,2015,14.93,122092476.82,0.190131306,0.01213739,0.012207101,0.025220627,0.0573568272194919,1.9807e-08,13.15
AFG,2015,151.5,32454315.03,0.188489486,0.016917805,0.002046252,0.00359323,0.0576164612748046,2.03778e-08,0.44
DNK,2015,15.64,5137959.04,0.135083019,0.001902066,0.002288121,0.010878667,0.0550610649931573,8.80222e-09,2.53
IRL,2015,16.32,4519998.02,0.118361892,0.001592323,0.002840548,0.005500885,0.0602285709932345,9.17615e-09,2.92
NLD,2015,16.35,16644701.12,0.15931296,0.003484338,0.003199176,0.022209169,0.0497184046215828,1.29984e-08,3.46
EST,2015,17.34,1217453.54,0.151172947,0.002993921,0.007903071,0.009139573,0.0547101994406716,8.90205e-09,4.82
USA,2015,16.52,319625705.29,0.176721511,0.019902483,0.01215275,0.020894114,0.0451658322724601,1.43282e-08,2.75
GBR,2015,17.24,62230783.08,0.147180989,0.00290293,0.006387151,0.022984467,0.0389369228079185,1.16956e-08,2.6
ISR,2015,17.43,7838640.61,0.379885597,0.015648963,0.109227729,0.058711158,0.0535304371042065,5.22387e-08,3.15
TJK,2015,184.5,8582290.65,0.175561504,0.018510808,0.00859094,0.008573364,0.0543626445938832,2.30321e-08,4.52
BRB,2015,18.98,221883.94,0.080015264,0.000960381,0.000572671,0.000477123,0.0531574777961382,2.09897e-08,6.01
CYP,2015,18.75,1087168.19,0.134335748,0.017060857,0.011845692,0.005232841,0.0664451046722245,1.14493e-08,2.37
URY,2015,19.28,3269420.68,0.090709938,0.017282723,0.001604167,0.00372677,0.0448401002230016,7.05557e-09,2.48
ITA,2015,18.55,57610352.39,0.226055117,0.012435558,0.005898286,0.025630564,0.0540387991554202,1.78091e-08,3.2
BEL,2015,18.52,11394544.95,0.179099468,0.00394407,0.005182851,0.024965821,0.0476629046332935,1.58089e-08,5.83
LCA,2015,19.96,156063.39,0.080900904,0.00178559,0.001204295,0.000704135,0.0534420869179736,1.94322e-08,1.43
CRI,2015,19.5,4774641.2,0.121028532,0.034471398,0.003989055,0.007855949,0.0465289590809922,1.49103e-08,1.16
ATG,2015,20.96,71776.24,0.080024744,0.001470078,0.002929175,0.000593815,0.0547002162980484,1.6085e-08,4.04
BLZ,2015,21.34,359130.55,0.107700957,0.034395454,0.000776729,0.001162981,0.0505144510734238,1.75245e-08,0.97
PAN,2015,20.55,3817417.78,0.12753102,0.021739886,0.002223773,0.005772984,0.051745287575959,2.05985e-08,2.09
DEU,2015,20.76,80588326.88,0.173439511,0.005736259,0.003459393,0.021544323,0.0506210257887703,1.30673e-08,8.09
AUT,2015,22.03,8626264.7,0.186458793,0.009483318,0.003123367,0.019058575,0.051362792575027,1.4556e-08,7.54
CHL,2015,21.65,17606049.91,0.374991678,0.02639358,0.061385097,0.027767194,0.0486633511356152,3.59778e-08,2.13
BRN,2015,22.52,376532.78,0.309279836,0.133957805,0.003196426,0.007084205,0.0491971188851698,2.09542e-08,3.06
MLT,2015,22.84,350438.07,0.123625687,0.001977949,0.008074766,0.008219111,0.0646976328878139,1.09728e-08,4.59
JAM,2015,22.76,2700375.06,0.135369669,0.013356879,0.007820244,0.007975773,0.0591815731852163,2.16413e-08,1.71
KOR,2015,22.67,46849232.44,0.603933806,0.040426291,0.080775049,0.076117168,0.0549594034510659,8.75296e-08,11.62
TTO,2015,23.65,1193515.86,0.088901142,0.008625281,0.000958211,0.004615674,0.0536595030609034,2.17676e-08,2.43
PRY,2015,24.39,6499981.84,0.157360916,0.107924238,0.00054543,0.002548152,0.0381597902587173,1.14962e-08,0.85
SVN,2015,24.61,2071474.79,0.220560087,0.015813957,0.007725184,0.019078086,0.0519236841670105,1.64066e-08,4.52
ECU,2015,25.06,15604750.93,0.180252735,0.060172773,0.00155135,0.008127986,0.0404036159761586,1.77647e-08,1.52
TON,2015,24.94,65493.03,0.05060631,0.000532547,0.000291096,2.98e-05,0.0499643051961375,5.88332e-09,2.48
SGP,2015,26.54,4689095.57,0.459594555,0.031790763,0.059703619,0.018468937,0.0622806620496454,4.36508e-08,2.4
BRA,2015,26.79,200578676.45,0.158031449,0.049524491,0.006384705,0.008221183,0.0451531068087202,1.55842e-08,2.39
PER,2015,27.45,30712250.07,0.138605005,0.055055824,0.002366975,0.005076647,0.0414532365820986,1.19095e-08,1.6
VCT,2015,28.17,54723.2,0.080393579,0.001325367,0.001393615,0.000503641,0.0534475681566485,2.02569e-08,4.43
COL,2015,27.68,47788568.87,0.201712357,0.070079491,0.00287202,0.008428836,0.0373055012104483,2.27e-08,1.65
GRC,2015,28.01,10104300.94,0.157897737,0.010456485,0.01059662,0.01109539,0.0588255134510091,1.25972e-08,4.25
THA,2015,28.4,66960968.72,0.34917941,0.061589225,0.022872027,0.015376914,0.0507289451027916,4.02406e-08,2.13
MUS,2015,29.81,1164498.37,0.081115944,0.000939381,0.001389327,0.001322075,0.048491126074375,1.01512e-08,3.47
DOM,2015,31.56,10329864.72,0.131122371,0.021529254,0.003272752,0.010887108,0.0521340824106422,2.04528e-08,1.51
CUB,2015,31.57,11002184.59,0.106743768,0.01270346,0.003420328,0.003631433,0.0573215879867714,1.36829e-08,4.07
MDV,2015,31.53,2923.21,0.100483532,0.001089816,0.000351574,0.000136815,0.0517072151599897,9.48097e-09,4.95
ARG,2015,31.84,43139705.03,0.122199996,0.048218852,0.001695854,0.010600651,0.0398684333622082,1.04171e-08,4.95
MEX,2015,32.12,126114575.55,0.239044065,0.056735797,0.260044803,0.021609733,0.0500532625913492,4.23229e-08,1.0
KEN,2015,32.62,45877156.06,0.368307289,0.046298318,0.004518618,0.010434765,0.0458868075677933,3.62926e-08,1.4
GRD,2015,33.1,82958.32,0.08021799,0.00115257,0.000624717,0.000362142,0.0531325063481033,2.07782e-08,3.52
SUR,2015,34.29,538547.43,0.097137894,0.028955021,0.000585625,0.000259635,0.0473079982154031,1.86963e-08,2.9
WSM,2015,35.86,169578.78,0.052023586,0.000661299,0.000415478,0.000198811,0.0435095166433726,6.24419e-09,
JOR,2015,36.08,7561942.62,0.293673082,0.017685897,0.063148325,0.036770208,0.0580694612771137,4.12149e-08,1.38
FJI,2015,38.28,765357.7,0.058333017,0.009188617,0.001864664,0.000435541,0.0464829780108711,6.14518e-09,1.88
TZA,2015,37.64,52912918.46,0.170314631,0.046390466,0.001275674,0.002407837,0.0427860077166519,1.55426e-08,0.6816666666666666
