Country_ISO,Year,DeathRate,Population (GPWv4.11),CO Population-Weighted (ppm),VOCs Population-Weighted (ppm),SO2 Population-Weighted (ppm),NOx Population-Weighted (ppm),O3 Population-Weighted (ppm),PM Pop.-Weighted (kg m^-3),HospitalBeds
UGA,2018,60.86,17.579683722787465,0.3114628008655394,0.07067062194288996,0.016278632175511593,0.007107793679516938,0.0473861610908062,3.718549930861931e-08,0.4054651081081644
LBR,2018,61.14,15.317990497262274,0.16804318257528084,0.044324548131594095,0.0007919862960424947,0.001652288219702203,0.0480895549382715,3.005909954822526e-08,0.9707789171582247
BIH,2018,60.66,15.153350758959052,0.14185381201984823,0.017291808218584045,0.012502724189522448,0.007540610004609229,0.0561702873649503,1.2649099920000135e-08,1.220829921392359
GNQ,2018,61.81,13.675803219098317,0.15951610899159727,0.040614498114364773,0.0018202373623602583,0.001143302180914371,0.0465794020318899,2.1742999763620982e-08,1.1314021114911006
MDA,2018,62.49,15.188886603292934,0.12802258760739,0.0045284530614842665,0.01187290824894544,0.007020221480313243,0.0558457062805809,9.944059950557835e-09,1.9095425048844386
ALB,2018,61.54,14.85524342565002,0.13042456530569274,0.009797310235219382,0.006541159891404538,0.00735980705480932,0.0605773051506406,1.2558299921144552e-08,1.3428648031925547
RWA,2018,62.5,16.331337658581248,0.4376290234790439,0.048157355416772414,0.11583891864051953,0.013451269666457818,0.0460586386135879,6.975549756708523e-08,0.5481214085096876
MRT,2018,64.11,15.266553700146819,0.10661431841854113,0.02107751232401633,0.0012848901749588615,0.0020002202250845222,0.0539570457778618,8.040959676714828e-08,
SWZ,2018,65.39,14.081658784976147,0.21904694527027546,0.040642779422188746,0.007894415937375244,0.010837443193229506,0.0475115571157521,2.5139699683997745e-08,1.1052568313867783
MOZ,2018,65.74,17.218645654044657,0.13520530272996575,0.04129680945779944,0.0008102066938973014,0.0027598321573562784,0.0441293824698919,1.575919987582381e-08,0.5709795465857378
SOM,2018,65.84,16.27176304630816,0.08481679999948953,0.031819975899272906,0.0003329385698029226,0.00036436461115206596,0.0482471330299263,1.3055599914775654e-08,0.6259384308664953
LAO,2018,66.26,15.780544032213758,0.2920328650125718,0.1094984270816904,0.004239020643158583,0.006533311367128243,0.0512797503165076,3.100729951927368e-08,0.9001613499442714
COG,2018,67.42,15.34361087972559,0.24274061395401142,0.1651321967884584,0.00407136772311797,0.0033569441527407638,0.0383099494280213,2.8077599605824195e-08,
SEN,2018,66.86,16.602718034244955,0.14220786952460418,0.020149724893975634,0.026822779246714473,0.003909418256408874,0.05492737105031,6.271679803330158e-08,0.5306282510621704
MNE,2018,67.02,13.337920270668556,0.1296541696504087,0.012312809289199337,0.006406976422560342,0.005299605251895454,0.0599074255301595,1.1353799935545613e-08,1.599387576580599
CHN,2018,66.53,21.037790006663457,0.5267717785396041,0.02375151038037707,0.07534780074851226,0.06873975358865222,0.0542144354094085,9.217919575149781e-08,1.7209792871670078
MKD,2018,68.25,14.55607708736502,0.1440106983972707,0.01535941199509867,0.02316695864030794,0.011766013187087173,0.0554769522434883,1.3085499914384846e-08,1.715598108262491
BHR,2018,68.4,13.616845327989022,0.21884759208100862,0.028256783137766653,0.036480523799729825,0.03570878817292125,0.0791460829476236,6.03780981772426e-08,1.0331844833456545
UKR,2018,69.09,17.545290900206282,0.13150903979688672,0.004315317609221211,0.009917785769127134,0.011453218772932774,0.0527706544430796,1.0191499948066665e-08,2.038619547159581
BGR,2018,68.55,15.807336059882786,0.1478622634023785,0.012483635168024176,0.0272376872361273,0.012325096981484195,0.0535233209833037,1.2286999924514815e-08,2.1482677326096886
BGD,2018,69.08,18.898817928165908,0.5514328260680488,0.047449521147130976,0.02136420641620624,0.02778960512515767,0.0587163239249231,9.590459540115414e-08,0.6312717768418579
MLI,2018,70.12,16.779978643422552,0.15477424137234194,0.06020781402295735,0.0006645671263415454,0.0035543607691153247,0.0447656681544493,4.324529906492204e-08,0.22314355131420976
GEO,2018,70.45,15.185430329247751,0.12499965488467754,0.017083213431950184,0.005349743569644702,0.0061114221583317965,0.0540038422044099,1.2245699925021416e-08,1.6524974018945473
BLR,2018,71.26,16.060851351783274,0.12703940167924052,0.003948013329090693,0.004274249367727632,0.00868166405942891,0.0519294531454373,9.044979959094168e-09,2.391511302188447
MMR,2018,70.94,17.810584747459185,0.24664951904680962,0.09861391373329415,0.003929366916356211,0.004810242212357725,0.0492022663731827,2.8689999588441958e-08,0.7227059828014898
SDN,2018,71.78,17.580615798490076,0.1436654191046159,0.031656836720433255,0.0017839268558709897,0.00392753512660581,0.0562180499557802,3.610559934819284e-08,0.5068176023684519
ARE,2018,72.1,16.00850451215446,0.246684707867595,0.05203128700399801,0.029197446669220903,0.05635222812622328,0.079093051361621,7.205509740403141e-08,0.9555114450274363
BDI,2018,73.44,16.323569812374632,0.36008492832778194,0.04013565120055527,0.009922858198570441,0.010051537612779328,0.0440976761239773,4.60515989396251e-08,0.585933096252796
KAZ,2018,72.86,16.71579605143455,0.12745827741088822,0.007145420569670165,0.010474649809601009,0.008455174059149138,0.0552777638648835,1.5649099877552833e-08,1.824549292051046
COD,2018,73.79,18.26008609689383,0.30840303089398424,0.19126191905462667,0.01290004547129087,0.005691717401587552,0.0380649299359593,3.684989932104245e-08,
ARM,2018,77.09,14.93466374708949,0.14334168483610416,0.011558667479213915,0.009273165985218353,0.009599305884775396,0.0567498891290269,1.8667799825756625e-08,1.6448050562713916
FIN,2018,7.81,15.474821790599599,0.12472079984059714,0.0024563377308671744,0.0016693997764622972,0.020694716521138422,0.0511358521145165,6.379409979651564e-09,1.5282278570085572
AUS,2018,7.99,16.999030140503763,0.07930059298992458,0.03837235917201241,0.008048092050534762,0.014168907262642543,0.0487824942625143,7.83105996933725e-09,1.5611476233063195
