Country_ISO,Year,Population (GPWv4.11),CO Population-Weighted (ppm),VOCs Population-Weighted (ppm),SO2 Population-Weighted (ppm),NOx Population-Weighted (ppm),O3 Population-Weighted (ppm),PM Pop.-Weighted (kg m^-3),HospitalBeds,mortality_cluster
SSD,2016,16.354583243613913,0.2534035290339865,0.119407485301104,0.0013242328165681,0.0067469838290147,0.0424513571691499,3.4398799408361295e-08,0.7323678937132266,1
NIC,2016,15.62375495602792,0.1103053920796189,0.0575823828968097,0.0080272800052999,0.003169512783429,0.0458635442612462,1.5812799874977682e-08,0.6471032420585385,1
SYC,2016,11.094945623236962,0.0717822748150128,0.0007822629525385,0.0004305762887238,0.0001843630040969,0.0457586166286781,7.1401899745088445e-09,1.3217558399823195,1
NAM,2016,14.733657917238627,0.1346008721523618,0.053866860673116,0.0015455390389991,0.0030908962548141,0.0476774802206771,1.4030399901573942e-08,0.7323678937132266,1
HUN,2016,16.10016259664095,0.1593597430692036,0.0094627050523363,0.014317716558747,0.014736323065792,0.0495995010989671,1.3613899907330865e-08,2.079441541679836,1
COM,2016,13.27013510346962,0.0799529968804127,0.0015664993988881,0.0006597952872101,0.000571864454349,0.0484341744151473,7.67497997054734e-09,1.1505720275988207,1
POL,2016,17.468539682854658,0.1569652660179295,0.0048959253741104,0.0125741025834106,0.0160675832443841,0.0491592820639534,1.3567999907954688e-08,2.0268315914075385,1
GTM,2016,16.628935749819547,0.2195939710012357,0.107352347343375,0.0074953872702782,0.0122650794572973,0.0458404884460739,2.744779962330915e-08,0.4457536270222758,1
MWI,2016,16.692255208262466,0.2008675239083434,0.0469125320447922,0.0018725337139293,0.0050571460537608,0.0415429353853166,2.3153199731964672e-08,0.832909122935104,1
SRB,2016,15.75807662896093,0.1533171788475197,0.0126904031270134,0.0226587114687223,0.0108166089912369,0.0519607486027439,1.3002599915466198e-08,1.8779371654691075,1
ETH,2016,18.43865960360666,0.254182722123672,0.0518326805426802,0.0014349729336929,0.0066281780152311,0.0451771428209137,3.2347899476806695e-08,0.2851789422336623,1
DZA,2016,17.48943375300023,0.1957676137051957,0.0225266969803768,0.0121372832730471,0.0261699179104864,0.0598311761113431,3.1426099506200126e-08,0.9555114450274363,1
IRN,2016,18.196185386985466,0.296466323450495,0.0287843227980992,0.0366642983075421,0.0403827579099772,0.0581927173178753,3.7043299313896986e-08,1.0577902941478543,1
CPV,2016,13.005586363038788,0.0880906644326774,0.0010100976795288,0.0005917378885972,0.0005882289594181,0.0607979041112537,3.361429943503944e-08,1.1216775615991057,1
ROU,2016,16.76585173902882,0.1544904298199784,0.0090587394442418,0.0089708860070907,0.0126998277180566,0.0504318993350593,1.2476299922170972e-08,2.0554049638515948,1
KIR,2016,9.52130503901977,0.0593388082182081,0.0005787015199699,0.0001800467906037,1.319991288076665e-05,0.0407678030289433,6.231839980582085e-09,1.0508216248317612,1
FSM,2016,10.403500125413016,0.064133191815239,0.0008107122839709,0.0001871734819508,4.239910114540753e-05,0.0442876044415056,6.77782997703051e-09,1.247032293786383,1
GUY,2016,13.516583645276818,0.0895302636792394,0.0367952558391153,0.0003820929931741,0.0003121072894524,0.0440769468908599,1.6445099864779347e-08,1.007957920399979,1
LBY,2016,15.661021479665518,0.1287809601659103,0.0080651589931774,0.0068490764359832,0.0093191574477096,0.0625874566669364,4.037499918492971e-08,1.547562508716013,1
ALB,2016,14.850077110722893,0.1336343600731929,0.0086434733263447,0.0064394481782873,0.0074848018537209,0.0590562108518978,1.1269199936502566e-08,1.3402504226184837,1
HTI,2016,16.14569068160179,0.1508154853871715,0.0233179725958373,0.0011320529861538,0.0074449653413529,0.0565681124248186,1.9806099803859205e-08,1.1704160207970933,1
ZMB,2016,16.632289170391484,0.1834234295091846,0.0454498410204411,0.0058846693197777,0.0048686200122972,0.045289167736621,2.121699977491946e-08,1.0986122886681098,1
HND,2016,15.910471243606674,0.1536361120313835,0.1171352908038641,0.0034768995733101,0.0056005476142504,0.0439972046615232,2.0054099798916543e-08,0.4885800148186709,1
VNM,2016,18.330487516678147,0.3543263245902122,0.0535917542537464,0.010304334523108,0.0159130708083197,0.0545878739462855,4.963119876837204e-08,1.244154593958768,1
ZAF,2016,17.816411418078328,0.3776200662800046,0.0386844626659171,0.0471597281115912,0.0339501741935875,0.0492153738659177,4.708559889147317e-08,1.1786549963416462,1
SLB,2016,12.974891425141896,0.0558765383106861,0.0203804240649627,0.0003578809529715,3.239947513133713e-05,0.0402867108291123,6.6438099779298944e-09,1.247032293786383,1
TUN,2016,16.195704219440394,0.1892431265344451,0.0105932241529775,0.0198230055199148,0.0169620496139079,0.0587098461893772,2.9782599556498377e-08,1.0260415958332745,1
BOL,2016,16.205185746432903,0.157514614876568,0.1388028774019462,0.0004408458132035,0.0022341135088681,0.0326578029044347,1.0262699947338494e-08,0.8020015854720274,1
GAB,2016,14.330285279767857,0.1824576175372718,0.0603286062434419,0.0013833097856946,0.0019224439199595,0.0432921539232596,2.2913599737483477e-08,1.0818051703517284,1
BTN,2016,13.76077855799982,0.3748405158141216,0.0484055492622193,0.0058010970521307,0.009572916076814,0.0563558182533938,3.5992999352251985e-08,0.9969486348916096,1
VUT,2016,12.189649012995751,0.0601914428314935,0.006608164904686,0.0010925958996566,0.0003012156300168,0.0464694887612776,8.090499967271905e-09,1.247032293786383,1
BWA,2016,14.6364250274507,0.1206460081035206,0.051646669993036,0.005217422549055,0.0032682494497338,0.0497962242542076,5.5806499844281725e-09,1.2725655957915476,1
MAR,2016,17.369763437389253,0.167648931706578,0.0179066113856222,0.0160054644444291,0.0140022444161445,0.0583378940342496,1.9549999808898752e-08,0.5831462853456167,1
LBN,2016,15.371716299709629,0.3006011010214069,0.0130096384749663,0.0391689070036735,0.0376799912737355,0.0566438537524041,3.852999925771957e-08,1.316408233655724,1
DJI,2016,13.603435820678548,0.1184063178201382,0.0056290570889467,0.0021983398792618,0.0025226334829286,0.0574722135129059,2.971799955842025e-08,0.8919980393051105,1
ZWE,2016,16.579316532666375,0.1721150100869744,0.0459240751430814,0.0032067399092539,0.0048335853817954,0.0447792683645535,1.5867899874104882e-08,1.0420419371797154,1
TLS,2016,13.988877592423137,0.0978174077163205,0.0581355690460367,0.0005134481629291,0.0008170081579239,0.0416156988809497,7.65575997069467e-09,0.3488947566197701,1
BIH,2016,15.15882403072457,0.1466245511515729,0.0149534360084247,0.0134077026948262,0.0081868868002654,0.0542859318778119,1.16509999321271e-08,1.220829921392359,1
AGO,2016,17.046226240671956,0.2465712502873372,0.0705123419734264,0.0021724066150962,0.0064098996292179,0.0482986810071619,2.9085199577025577e-08,0.7323678937132266,1
RWA,2016,16.28536229326028,0.4407592016583008,0.038388872077099,0.1185397643760813,0.0132612387928798,0.0480761393977291,7.080889749304997e-08,0.5481214085096876,1
MDG,2016,17.02311240125608,0.1404605774032993,0.0430076116780364,0.0007210509802498,0.0032668310918553,0.0420061678298567,1.2803499918035194e-08,0.2795238847503174,1
IDN,2016,19.33553647554594,0.3060597224498892,0.0608785312257711,0.0237426737364146,0.0196605515176197,0.0499816206615461,4.5033598985987474e-08,0.6780335427498971,1
BHR,2016,13.584687582709831,0.2124035231321686,0.0274693363612873,0.0371115962984242,0.0364805276564373,0.0739674198991889,5.6544398401365485e-08,1.0331844833456545,1
GNQ,2016,13.61979165213029,0.1606978897108485,0.0406512682673577,0.0021378920792891,0.0011820381176028,0.0450451788836603,2.3625699720913155e-08,1.1314021114911006,1
LBR,2016,15.27015471417514,0.1842849605546993,0.0481060473577369,0.0010453893900547,0.0024013873599894,0.0481121356453283,3.178049949499992e-08,0.4885800148186709,1
KHM,2016,16.573257245734908,0.2323932375653425,0.0942803169503046,0.0052884743356668,0.0069748987411348,0.0497844504865067,3.0235399542910304e-08,0.5850050219402422,1
MRT,2016,15.21909051366252,0.1111702897892266,0.020265201664707,0.0012365980973129,0.0019836762127445,0.0526365542627002,8.217509662362665e-08,0.7323678937132266,1
MDA,2016,15.194804616540472,0.1343069019644056,0.0045419935130504,0.0118975496331322,0.0070823498472724,0.0548974244048102,1.0301699946937491e-08,1.918392120161421,1
UGA,2016,17.514336553072713,0.3117091187239721,0.0564436216035016,0.0169539766821635,0.0071295125190207,0.0484452605953258,3.8867599244654855e-08,0.4054651081081644,1
MYS,2016,17.189527071753254,0.2421881713954954,0.1177359163240629,0.0092705790821928,0.0185060861694749,0.051437956442196,3.0537399533733614e-08,1.0577902941478543,1
BGD,2016,18.875621635234765,0.5300123743902374,0.0450183216111639,0.0203381887594944,0.0256320726229849,0.0565147781946464,8.664849624601894e-08,0.5822156198526637,1
MOZ,2016,17.16434163924748,0.1319005897130182,0.0431873012155482,0.0008081013980953,0.0026146667776852,0.0431213392453907,1.4714799891737333e-08,0.5822156198526637,1
MNE,2016,13.337180068443567,0.1326344262204061,0.0101889706932479,0.006307014901636,0.0056050970530126,0.058592066719508,9.987729950122624e-09,1.5933085305042167,1
BGR,2016,15.798030298500484,0.1547025475202665,0.0128987799021359,0.0292195243049442,0.0127590974240941,0.0521605470273275,1.2878799917068256e-08,2.1126345090356,1
SOM,2016,16.213576584365235,0.0889372731771112,0.0312483712030926,0.0003255899898262,0.0003108936675551,0.0477240472535936,1.354339990828816e-08,0.6259384308664953,1
SEN,2016,16.544218917676982,0.1517438689230247,0.0203430969024404,0.0262753515930465,0.0041707672457148,0.0538337263403525,6.145479811165387e-08,0.5423242908253617,1
MKD,2016,14.554367195517925,0.1473394266760349,0.0133769256431301,0.0243026009359565,0.011916349446719,0.0548933656229536,1.2661899919838146e-08,1.7263316639055997,1
SWZ,2016,14.057656706832274,0.2023962712540711,0.0410816257731443,0.0083944478273419,0.0109305304985158,0.0472751628882904,2.1791399762567448e-08,1.1052568313867783,1
UKR,2016,17.55605362370237,0.1370442466964538,0.0045215115429057,0.010774597982355,0.0113846710022718,0.050462204663534,1.0434699945558521e-08,2.0681277817795625,1
COG,2016,15.284293041983418,0.2506595624586378,0.1061985934724866,0.0042332103086126,0.0035180693306248,0.0423526700748653,2.9764999557022397e-08,0.7323678937132266,1
BLR,2016,16.066348318774367,0.1305752571834511,0.0041842079797713,0.0043381267067854,0.0086060722968071,0.0504288746572991,8.511919963773608e-09,2.403334996094189,1
LAO,2016,15.747350265282844,0.5128637052662149,0.1506954952602521,0.0058395336864886,0.01337455062417,0.0516075235586788,6.134419811844464e-08,0.7929925155296614,1
SDN,2016,17.53268640252193,0.1350509674856108,0.0251584260336615,0.0017555022039292,0.0037824734195058,0.0552599038775549,4.097729916043047e-08,0.5128236264286637,1
MLI,2016,16.718976106802533,0.1649340107399461,0.0594692591125018,0.0007117666340204,0.0037306175846587,0.0440533855852094,4.5585998960958344e-08,0.2070141693843261,1
ARE,2016,15.979421408523049,0.2334617653811386,0.0506042044696187,0.0287702720158094,0.0567629719408837,0.0701239191980265,7.078209749494729e-08,0.8712933659434192,1
COD,2016,18.197662447543436,0.3273570391470672,0.11317649783422,0.01371565785627,0.006643494042622,0.0420532628804544,4.28938990800567e-08,0.7323678937132266,1
CHN,2016,21.03042108347473,0.5241228603476872,0.0244164583657423,0.0758347265263431,0.0674017865156437,0.0507182671902742,9.47335955127728e-08,1.6193882432872684,1
BDI,2016,16.259888664962514,0.3636239117392243,0.0318051762821698,0.0093991344178641,0.0099871400766904,0.0475176720809499,4.8838998807376086e-08,0.585933096252796,1
NPL,2016,17.210765245076924,0.6481593815290533,0.061150234246252,0.0145387690396552,0.0175590476466525,0.0593256622797071,8.943049600109308e-08,0.2468600779315258,2
MMR,2016,17.793252486955847,0.2869472515370096,0.1172362995567701,0.0040638274563517,0.0057039902729586,0.0476145066849159,3.360129943547633e-08,0.7275486072772778,1
GEO,2016,15.18840378871514,0.1269263020867731,0.0177674547956579,0.0052901126471986,0.0058508413972507,0.0526827504194409,1.1360199935472929e-08,1.534714366238164,2
SYR,2016,16.755391313670543,0.2180259611592123,0.0161850761549314,0.0252562790664248,0.0236265030340648,0.0574255074349609,3.384869942713276e-08,0.9001613499442714,2
ARM,2016,14.931865438479152,0.1500399930909671,0.0125177934845858,0.0097515120801246,0.0103459426874957,0.0537911230613907,1.7615899844840036e-08,1.6639260977181702,2
FIN,2016,15.469041446700068,0.1265270832467564,0.0026028606173769,0.0017146561366117,0.0214651014825994,0.0492296169275045,6.0245099818526395e-09,1.603419840108537,0
CAN,2016,17.344919958853552,0.1452345031694019,0.005785094028227,0.0075244174358842,0.0140644039616788,0.0445116540705176,1.0369899946232588e-08,1.275362800412609,0
AUS,2016,16.972569579950516,0.0840109064098559,0.0410440229901101,0.0092989098136558,0.0174329591038413,0.0455044929248066,8.942889960012361e-09,1.5727739280625088,0
ERI,2016,15.510283035157162,0.1372442434555156,0.0264560607038028,0.0016633957898331,0.0035840157358415,0.054903638827622,2.3151199732010976e-08,0.8020015854720274,2
KAZ,2016,16.69380288293828,0.1304897551566968,0.0064640141727155,0.0106522577121869,0.0082318511519949,0.0531958781093739,1.5445499880718267e-08,1.864080130807681,2
BEN,2016,16.231883787844136,0.2301493739289996,0.0471013684802123,0.0023387001077288,0.0051423305256262,0.0498846151188601,4.9657898767046535e-08,0.3506568716131693,2
IRQ,2016,17.435263481570004,0.2638532714999376,0.0287771570306793,0.0307341830554608,0.0291940240675898,0.0587887700274448,5.70362983734303e-08,0.7654678421395715,2
STP,2016,11.86313850571068,0.105469935171293,0.0014567743887433,0.0002394183371424,0.0002160996487888,0.0505336237448419,1.5066099886506316e-08,0.7323678937132266,2
IND,2016,20.996803103798825,0.5607617915937412,0.0379357090428727,0.0355484633052589,0.0312860591886014,0.0591232860740962,9.670429532413949e-08,0.9858167945227652,2
NGA,2016,19.039844703938325,0.3374642272928751,0.0482310679042389,0.0034536024437496,0.0104299890660993,0.051316729924985,7.390599726895173e-08,0.7323678937132266,2
NOR,2016,15.388960651566205,0.1254775514636466,0.0054612322869213,0.0052164934090056,0.0129988013239797,0.0513346872814025,6.6477399779037775e-09,1.5432981099295553,0
SWE,2016,16.023373663834757,0.1196818504327022,0.0024196023997674,0.0012978484302561,0.0071377674209806,0.0555656684695674,6.278189980292166e-09,1.205970806988609,0
ISL,2016,12.578148036470266,0.1037399618695636,0.0010991776828137,0.0009952026215506,0.0013258636541973,0.0529830717104938,4.988719987556337e-09,1.4182774069729414,0
PHL,2016,18.338731569024464,0.1525069954321679,0.0430197645334914,0.0362091820807066,0.0095977786149204,0.0495245597646787,2.1231699774607466e-08,0.708035793053696,2
BFA,2016,16.7404307908102,0.172068204542773,0.0543918899281237,0.000989114664767,0.0039422809886854,0.0442443768712963,4.4536999008227846e-08,0.7323678937132266,2
GMB,2016,14.393020907497156,0.1649831041241342,0.0217326997818998,0.0116160467382531,0.0042154206168337,0.0532271366297246,5.3423898572943504e-08,0.7323678937132266,2
CIV,2016,16.92786207823493,0.1935885699453658,0.0611702677481433,0.0015480291843015,0.002830693803309,0.0461407315972719,3.444079940691566e-08,0.7323678937132266,2
GNB,2016,14.388770006422334,0.1885469396575363,0.0461590467661962,0.0036842687393022,0.0033299356053232,0.0528510605891164,4.478829899700413e-08,0.7323678937132266,2
SAU,2016,17.281620788819513,0.1471862046442277,0.0126197311684399,0.0451053511961171,0.0165844446931167,0.0642788582469034,5.185149865571103e-08,1.1969481893889715,2
QAT,2016,14.589489985199023,0.2104174108076107,0.0358715359152366,0.0174984167978486,0.0331800270060162,0.0759981210252894,5.40865985373199e-08,0.6981347220709844,2
GHA,2016,17.13719044378279,0.2388155935954573,0.0554872305796628,0.0024552962915945,0.0047049105298897,0.0471276218378813,4.701859889462567e-08,0.5335651107354801,2
TGO,2016,15.806360717831264,0.2310001512476538,0.0488177304561451,0.0024961998991039,0.005021635457197,0.047839571859491,4.7713298861720546e-08,0.5007752879124893,2
TKM,2016,15.527726519758728,0.129019347642089,0.0081337888700644,0.0029156134652059,0.0051696493065173,0.0558753033958956,3.800849927767698e-08,1.5851452198650555,2
BHS,2015,12.524971659313849,0.0864204034825145,0.002736036635813,0.0025247411571005,0.001927005132428,0.0593723411406513,8.527849963637889e-09,1.3454723665996355,0
FIN,2015,15.46613869663301,0.1266058611472101,0.0022878658379042,0.0018010571224686,0.0197151254287872,0.0513418691521535,6.028879981826303e-09,1.6639260977181702,0
CAN,2015,17.335537485573923,0.1572944099824165,0.0064995451209322,0.007962859119203,0.0154208747579431,0.0445035742640064,1.2535499921430622e-08,1.2809338454620642,0
NOR,2015,15.378035463266723,0.1251811980851288,0.0048245640518299,0.0053629625740208,0.0116736450938278,0.0540412741454988,6.570869978411833e-09,1.5602476682433286,0
SWE,2015,16.016686485092226,0.1212927866018158,0.0021670532430779,0.0013791026006995,0.0065489944454684,0.0572873708910636,6.344719979872264e-09,1.235471471385307,0
TKM,2015,15.516051912457774,0.1293241234668205,0.0103104254172782,0.0028111879059762,0.0048694917573714,0.0569091136873695,3.787809928262479e-08,1.597365331199831,2
GHA,2015,17.114623044741826,0.2281289937185681,0.0396680265552611,0.0023122975782285,0.0044702604805912,0.0482235082240118,4.8654298816379595e-08,0.5247285289349821,2
SAU,2015,17.26398924445261,0.1444894440220896,0.0123473369254671,0.0436271530216394,0.0157667873764231,0.0647649457004806,5.899959825952367e-08,1.199964782928397,2
QAT,2015,14.570283017163636,0.2030272933210642,0.0345614023263493,0.0152605127883904,0.0310302628015793,0.0754051165147513,6.415249794222846e-08,0.6981347220709844,2
NER,2015,16.804589465384005,0.1631729654696123,0.0298074480256483,0.0012591898875554,0.0051458155522063,0.0504452747643573,6.79679976901756e-08,0.2311117209633866,2
TGO,2015,15.779571557718336,0.2297489491607675,0.0334618530890911,0.002501174453706,0.0052290118572158,0.0490604948088521,5.26482986140783e-08,0.494696241836107,2
SLE,2015,15.58672587383364,0.3545305156951572,0.0654239580850546,0.0028840501264174,0.009419327519611,0.0518382064464484,7.061589750669745e-08,0.7047463164032972,2
GIN,2015,16.33549066786383,0.2793262712752101,0.072041880398182,0.0023091488624518,0.0064811330104135,0.0501019056993285,5.3735398556253444e-08,0.262364264467491,2
YEM,2015,17.089879378277203,0.1507135591182096,0.0307983802491229,0.0154311923642632,0.0108779015165567,0.0599184397535092,3.766969929049687e-08,0.4510756193602167,2
PRK,2015,17.012755850535395,0.5302908323781824,0.0208670576479607,0.0429128570629328,0.0383988890098487,0.0569671335113835,8.22038966212596e-08,2.669540346340334,2
ISL,2015,12.569805240555173,0.1052788525234833,0.0009669253769509,0.000915258023561,0.0009184091331931,0.0568632373543256,6.0055899819664445e-09,1.415853163361435,0
CAF,2015,15.406534566299609,0.2843592319268572,0.2752798951556846,0.0011311250368055,0.0043439653060644,0.0354028768480875,3.661649932961598e-08,0.6931471805599453,2
TCD,2015,16.4537435400413,0.1607068539300882,0.1038132848132697,0.000586429016887,0.0030530008465511,0.0467694570469669,5.053329872319284e-08,0.3852624007906449,2
KGZ,2015,15.647385476168056,0.1335990122132667,0.0110785575323649,0.0074677408841582,0.0120851406233997,0.0575611387710007,1.5742499876086852e-08,1.7011051009599245,2
CMR,2015,16.957709734021016,0.2240049841743604,0.0770738218131857,0.0044970301852497,0.0037256361905889,0.0448763984119142,4.36185990487089e-08,1.2947271675944,2
EGY,2015,18.315441833011494,0.2834647271896992,0.0138177496695975,0.0436664728332832,0.0326719213567571,0.0603992658806881,5.757439834259429e-08,0.8109302162163288,2
LSO,2015,14.556632637121636,0.1710765985723034,0.0351585487237699,0.0236148427367479,0.0170514787079487,0.0516308256784016,1.1260099936605076e-08,0.7047463164032972,3
PAK,2015,19.045729986613523,0.5449954080041015,0.0486304123621724,0.0338928133375021,0.0331273690736512,0.0604090636941542,9.808879518929399e-08,0.378436435720245,3
NZL,2015,15.223455533877564,0.0606271404014984,0.0106355099257524,0.0059768996959819,0.0033734086534612,0.0452990523051868,5.9617399822288275e-09,1.308332819650179,0
FRA,2015,17.98554857633155,0.1576357652844861,0.0067855678734917,0.0035320758694326,0.0163541095567388,0.0517627599050295,1.3845299904153837e-08,1.9851308622085944,0
MNG,2015,14.9011991779548,0.1323957077284924,0.006458664848421,0.0138047366425325,0.0057715067667737,0.0588009734108209,1.577989987549738e-08,2.1162555148025524,3
OMN,2015,15.34008745898728,0.140176584225431,0.0157120654814861,0.0126212982655396,0.0132688777861221,0.0639061984667106,4.9355598782012415e-08,0.7839015438284094,3
ESP,2015,17.60053004950089,0.141868889029454,0.0124231540724302,0.0084327264085137,0.0153201686210918,0.0557957224302225,1.1498599933891101e-08,1.3762440252663892,0
CHE,2015,15.92584517760591,0.1737325348558746,0.0105873378221315,0.0019794685587818,0.0192580663046558,0.0504552109629342,1.2572699920963609e-08,1.7457155307266483,0
PRT,2015,16.03453724813128,0.1353059448000428,0.0102077244572653,0.0076264039126503,0.0139699403974254,0.0550219618575029,1.0728599942448573e-08,1.4724720573609429,0
AZE,2015,16.07780859145981,0.137535635557423,0.0169187267712592,0.0086705340446579,0.0055925276242587,0.0539374313760807,1.8036999837333322e-08,1.6351056591826785,3
UZB,2015,17.194673306377183,0.1546765798033355,0.0156615875631582,0.0123745445267649,0.0240060813719791,0.0518708911629738,2.8147299603864763e-08,1.6524974018945473,3
LUX,2015,13.279939441043092,0.1661052384971386,0.0059159273429418,0.0022013722012473,0.0193177126852679,0.0488426491298308,1.4123499900263377e-08,1.7850704810772584,0
JPN,2015,18.620289330467354,0.1740636422127687,0.0120643225201661,0.0121331951852065,0.0249078352819649,0.0573568272194919,1.9806999803841377e-08,2.649714624089247,0
AFG,2015,17.295343997816914,0.1726831613338826,0.0167762927579452,0.0020441612779865,0.0035867897719532,0.0576164612748046,2.037779979237264e-08,0.3646431135879093,3
DNK,2015,15.452166679276452,0.12670579275183,0.0019002593629982,0.0022855072374553,0.0108199199776591,0.0550610649931573,8.802219961260462e-09,1.2612978709452054,0
IRL,2015,15.32402233499423,0.1118650182402068,0.001591056597901,0.0028365212671461,0.0054858103893071,0.0602285709932345,9.176149957899136e-09,1.366091653802371,0
NLD,2015,16.627602532766243,0.1478275537915702,0.0034782817582691,0.003194069524571,0.0219661371807233,0.0497184046215828,1.29983999155208e-08,1.4951487660319729,0
EST,2015,14.012272794432736,0.1407813764886275,0.0029894481438842,0.0078720053033121,0.0090980598526015,0.0547101994406716,8.902049960376754e-09,1.7613002617433464,0
USA,2015,19.58266120131898,0.1627321911059015,0.0197070178237789,0.0120794982103469,0.0206788256751836,0.0451658322724601,1.4328199897351345e-08,1.3217558399823195,0
GBR,2015,17.946360356176775,0.1373076190731878,0.0028987246353279,0.0063668395931883,0.0227243030809987,0.0389369228079185,1.1695599931606471e-08,1.2809338454620642,0
ISR,2015,15.874576113284032,0.3220005950080207,0.0155277805960847,0.103664033545463,0.0570522796523594,0.0535304371042065,5.2238698635559166e-08,1.423108334242607,0
TJK,2015,15.965211527876,0.1617459091945531,0.0183415683122687,0.0085542478717786,0.0085368214281661,0.0543626445938832,2.3032099734761188e-08,1.7083778602890038,3
BRB,2015,12.309914238208329,0.076975174369587,0.0009599201292181,0.0005725070865388,0.0004770092130135,0.0531574777961382,2.0989699779716253e-08,1.9473377010464987,0
CYP,2015,13.89908780256542,0.1260472355583551,0.0169169550007784,0.0117760809784123,0.0052191972638377,0.0664451046722245,1.1449299934456766e-08,1.2149127443642704,0
URY,2015,15.00012367096341,0.0868288034907694,0.0171350754825503,0.0016028816984933,0.0037198427980746,0.0448401002230016,7.055569975109466e-09,1.247032293786383,0
ITA,2015,17.869212855867847,0.203801793273478,0.0123588715532847,0.0058809592099893,0.0253076078322685,0.0540387991554202,1.7809099841417982e-08,1.4350845252893227,0
BEL,2015,16.248645373444162,0.164750984408802,0.0039363125465206,0.0051694662552615,0.0246592666685487,0.0476629046332935,1.580889987503934e-08,1.9213246735826988,0
LCA,2015,11.958023957481435,0.0777948637797574,0.0017839977293225,0.001203570418458,0.0007038872132609,0.0534420869179736,1.9432199811194803e-08,0.8878912573524571,0
CRI,2015,15.378829597152258,0.1142465960408739,0.0338905696820461,0.0039811198156945,0.0078252516987978,0.0465289590809922,1.4910299888841476e-08,0.7701082216960736,0
ATG,2015,11.181322713140393,0.0769839519847839,0.0014689984931802,0.0029248933260534,0.000593638761638,0.0547002162980484,1.608499987063639e-08,1.6174060820832772,0
BLZ,2015,12.791444034890066,0.1022866574927105,0.0338171536476013,0.0007764275021415,0.0011623052614601,0.0505144510734238,1.7524499846445952e-08,0.6780335427498971,0
PAN,2015,15.155085040144598,0.1200303042113648,0.0215069447100518,0.0022213040763618,0.0057563841842079,0.051745287575959,2.05984997878509e-08,1.128171090909654,0
DEU,2015,18.20486438160548,0.1599391891772576,0.005719869313464,0.0034534230643097,0.0213155244467955,0.0506210257887703,1.3067299914622836e-08,2.2071749081893874,0
AUT,2015,15.970322257941376,0.1709730664127932,0.0094386336218332,0.0031184994221459,0.0188792354148137,0.051362792575027,1.4555999894061434e-08,2.1447610078004784,0
CHL,2015,16.68375320262666,0.3184476787365826,0.0260512794283326,0.0595747504236919,0.0273886764053627,0.0486633511356152,3.5977799352798975e-08,1.1410330045520618,0
BRN,2015,12.838763043312923,0.269477242537242,0.1257139956185795,0.0031913282904921,0.0070592299028596,0.0491971188851698,2.0954199780460758e-08,1.4011829736136412,0
MLT,2015,12.766942132970136,0.1165606773251897,0.0019759954344878,0.0080423395175717,0.0081855180511111,0.0646976328878139,1.0972799939798831e-08,1.7209792871670078,0
JAM,2015,14.808901602757274,0.1269582974642497,0.0132684623353354,0.0077898243815256,0.007944134638116,0.0591815731852163,2.1641299765827072e-08,0.9969486348916096,0
KOR,2015,17.662445204508444,0.4724592405129716,0.0396305243615036,0.0776784217200976,0.0733593480045766,0.0549594034510659,8.752959616928478e-08,2.5352828571130672,0
TTO,2015,13.992414851179886,0.0851690611341367,0.0085882957835947,0.0009577522088954,0.0046050544418369,0.0536595030609034,2.17675997630858e-08,1.2325602611778486,0
PRY,2015,15.68731009486238,0.1461423407953025,0.1024882087309432,0.0005452813071227,0.0025449109652909,0.0381597902587173,1.1496199933918692e-08,0.6151856390902335,0
SVN,2015,14.543771853248098,0.1993098411015643,0.0156902192000468,0.0076954975568856,0.0188983813340976,0.0519236841670105,1.6406599865411743e-08,1.7083778602890038,0
ECU,2015,16.56308603673272,0.1657285977472297,0.0584318882382218,0.0015501478996803,0.0080951318272336,0.0404036159761586,1.7764699842207722e-08,0.924258901523332,0
TON,2015,11.089714272431214,0.0493674356114447,0.0005324052471708,0.0002910536397797,2.9799555988821e-05,0.0499643051961375,5.883319982693273e-09,1.247032293786383,0
SGP,2015,15.360750492869244,0.3781586950990948,0.0312958974719998,0.0579892643103078,0.0183004574469214,0.0622806620496454,4.3650799047303856e-08,1.2237754316221157,0
BRA,2015,19.11671713397412,0.1467215368131189,0.0483371958804991,0.006364409114053,0.0081875731578317,0.0451531068087202,1.5584199878566356e-08,1.220829921392359,0
PER,2015,17.24017219060982,0.1298038332743488,0.0535936792722228,0.0023641781272238,0.0050638042746023,0.0414532365820986,1.1909499929081905e-08,0.9555114450274363,0
VCT,2015,10.91006130373693,0.0773253997494661,0.0013244894764325,0.0013926448198829,0.000503514215439,0.0534475681566485,2.0256899794829e-08,1.691939133945844,0
COL,2015,17.68229704480839,0.1837475038147603,0.0677329363686064,0.0028679036302072,0.008393511718095,0.0373055012104483,2.2699999742355005e-08,0.9745596399981308,0
GRC,2015,16.128471825780537,0.1466060652339732,0.0104021940941297,0.0105408693222847,0.0110342877140597,0.0588255134510091,1.2597199920655277e-08,1.6582280766035324,0
THA,2015,18.019620466119484,0.2994965631935641,0.0597670542104252,0.0226143833476812,0.0152598874050547,0.0507289451027916,4.024059919034708e-08,1.1410330045520618,0
MUS,2015,13.967801827301663,0.0779937891497498,0.0009389400577886,0.0013883627782197,0.0013212018283613,0.048491126074375,1.0151199948476571e-08,1.4973884086254776,0
